address,area,categories,name,price,rating,url,price_num
"11 W 51st St
New York, NY 10019",Midtown West,"Sushi Bars, Japanese",Hama Japanese Cuisine,$$,4.0,https://www.yelp.com/biz/hama-japanese-cuisine-new-york?osq=Japanese+Food,20.0
"250 E 52nd St
New York, NY 10022",Midtown East,Japanese,Yakiniku Gen,$$,4.0,https://www.yelp.com/biz/yakiniku-gen-new-york?osq=Japanese+Food,20.0
"132 W 47th St
New York, NY 10036","Theater District, Midtown West","Sushi Bars, Japanese",Sushi by Bou,$$$,5.0,https://www.yelp.com/biz/sushi-by-bou-new-york-3?osq=Japanese+Food,60.0
"115 E 57th St
New York, NY 10022",Midtown East,"Sushi Bars, Japanese",Nare Sushi,$$,4.0,https://www.yelp.com/biz/nare-sushi-new-york?osq=Japanese+Food,20.0
"248 E 52nd St
New York, NY 10022",Midtown East,Ramen,Shinya Shokudo,$$,4.5,https://www.yelp.com/biz/shinya-shokudo-new-york?osq=Japanese+Food,20.0
"108 E 4th St
New York, NY 10003",East Village,"Japanese, Comfort Food, Tapas/Small Plates",Benemon,$$,4.5,https://www.yelp.com/biz/benemon-new-york?osq=Japanese+Food,20.0
"45 W 55th St
New York, NY 10019",Midtown West,Japanese,Katsu-Hama,$$,4.0,https://www.yelp.com/biz/katsu-hama-new-york-2?osq=Japanese+Food,20.0
"302 W 50th St
New York, NY 10019","Theater District, Midtown West, Hell's Kitchen",Sushi Bars,Ichi Masa,,3.0,https://www.yelp.com/biz/ichi-masa-new-york-2?osq=Japanese+Food,
"150 E 46th St
New York, NY 10017",Midtown East,"Japanese, Noodles",Udon West Midtown,$$,4.0,https://www.yelp.com/biz/udon-west-midtown-new-york?osq=Japanese+Food,20.0
"302 E 49th St
New York, NY 10017",Midtown East,Ramen,Nishida Sho-ten,$$,4.0,https://www.yelp.com/biz/nishida-sho-ten-new-york-2?osq=Japanese+Food,20.0
"308 E 49th St
New York, NY 10017",Midtown East,"Sushi Bars, Japanese",Yama 49,$$,4.0,https://www.yelp.com/biz/yama-49-new-york?osq=Japanese+Food,20.0
"251 W 72nd St
New York, NY 10023",Upper West Side,"Japanese, Sushi Bars",Sushi Yasaka,$$,4.0,https://www.yelp.com/biz/sushi-yasaka-new-york?osq=Japanese+Food,20.0
"239 E 53rd St
New York, NY 10022",Midtown East,"Japanese, Jazz & Blues",Tomi Jazz,$$,4.0,https://www.yelp.com/biz/tomi-jazz-new-york?osq=Japanese+Food,20.0
"181 E 78th St
New York, NY 10075","Yorkville, Upper East Side","Sushi Bars, Japanese, Seafood",寿司 ノズ,,4.5,https://www.yelp.com/biz/sushi-noz-new-york?osq=Japanese+Food,
"342 E 6th St
New York, NY 10003",East Village,"Japanese, Noodles",Raku,$$,4.5,https://www.yelp.com/biz/raku-new-york-4?osq=Japanese+Food,20.0
"8 W 18th St
New York, NY 10011",Flatiron,"Japanese, Sushi Bars",Ootoya Chelsea,$$,4.0,https://www.yelp.com/biz/ootoya-chelsea-new-york?osq=Japanese+Food,20.0
"354 E 66th St
New York, NY 10065",Upper East Side,"Japanese, Sushi Bars",Zawa Japanese,$$$,4.5,https://www.yelp.com/biz/zawa-japanese-new-york?osq=Japanese+Food,60.0
"253 W 55th St
New York, NY 10019",Midtown West,"Japanese, Seafood, Desserts",Donburiya,$$,4.0,https://www.yelp.com/biz/donburiya-new-york-2?osq=Japanese+Food,20.0
"245 W 51st St
New York, NY 10019","Theater District, Midtown West","Tapas/Small Plates, Ramen, Sushi Bars",Nippori,$$,4.0,https://www.yelp.com/biz/nippori-new-york?osq=Japanese+Food,20.0
"235 E 53rd St
New York, NY 10022",Midtown East,Ramen,Shinshi Ramen,$$,4.0,https://www.yelp.com/biz/shinshi-ramen-new-york?osq=Japanese+Food,20.0
"251 W 55th St
New York, NY 10019",Midtown West,"Japanese, Noodles, Beer, Wine & Spirits",SOBA AZUMA,$$,4.0,https://www.yelp.com/biz/soba-azuma-new-york?osq=Japanese+Food,20.0
"159 E 55th St
New York, NY 10022",Midtown East,Ramen,Teppen Ramen,$$,5.0,https://www.yelp.com/biz/teppen-ramen-new-york?osq=Japanese+Food,20.0
"246 E 51st St
New York, NY 10022",Midtown East,"Sushi Bars, Japanese",Sushi You,$$,4.0,https://www.yelp.com/biz/sushi-you-new-york?osq=Japanese+Food,20.0
"247 E 50th St
New York, NY 10022",Midtown East,"Japanese, Tapas/Small Plates",Shochu & Tapas - Aya,$$,3.5,https://www.yelp.com/biz/shochu-and-tapas-aya-new-york-2?osq=Japanese+Food,20.0
"309 E 83rd St
New York, NY 10028","Yorkville, Upper East Side",Japanese,Donguri Restaurant,$$$,4.0,https://www.yelp.com/biz/donguri-restaurant-new-york?osq=Japanese+Food,60.0
"2233 Broadway
New York, NY 10024",Upper West Side,"Steakhouses, Japanese, Wine Bars",Ikinari Steak Upper West,$$,3.0,https://www.yelp.com/biz/ikinari-steak-upper-west-new-york?osq=Japanese+Food,20.0
"1143 1st Ave
New York, NY 10021",Upper East Side,"Japanese, Sushi Bars",Sushi Seki,$$$,4.0,https://www.yelp.com/biz/sushi-seki-new-york-5?osq=Japanese+Food,60.0
"1369 6th Ave
New York, NY 10019",Midtown West,"Japanese, Sushi Bars",MakiMaki,$$,4.5,https://www.yelp.com/biz/makimaki-new-york?osq=Japanese+Food,20.0
"204 E 43rd St
New York, NY 10017",Midtown East,Japanese,Sushi Yasuda,$$$$,4.0,https://www.yelp.com/biz/sushi-yasuda-new-york?osq=Japanese+Food,100.0
"621 Manhattan Ave
Brooklyn, NY 11222",Greenpoint,"Ramen, Japanese Curry",Wanpaku,$$,4.5,https://www.yelp.com/biz/wanpaku-brooklyn?osq=Japanese+Food,20.0
"5-50 50th Ave
Long Island City, NY 11101","Hunters Point, Long Island City","Coffee & Tea, Izakaya, Noodles",Takumen,$$,4.0,https://www.yelp.com/biz/takumen-long-island-city-2?osq=Japanese+Food,20.0
"746 10th Ave
New York, NY 10019","Hell's Kitchen, Midtown West",Japanese,Method,$$$,4.5,https://www.yelp.com/biz/method-new-york-3?osq=Japanese+Food,60.0
"120 E 41st St
New York, NY 10017","Midtown East, Murray Hill","Japanese, Food Stands",Omusubi Gonbei,$$,4.5,https://www.yelp.com/biz/omusubi-gonbei-new-york-3?osq=Japanese+Food,20.0
"13 W 26th St
New York, NY 10010",Flatiron,"Gastropubs, Izakaya, Bars",Izakaya NoMad,$$,4.0,https://www.yelp.com/biz/izakaya-nomad-new-york?osq=Japanese+Food,20.0
"4644 Vernon Blvd
Long Island City, NY 11101","Hunters Point, Long Island City","Japanese, Sushi Bars",Murasaki,$$,4.5,https://www.yelp.com/biz/murasaki-long-island-city?osq=Japanese+Food,20.0
"303 E 56th St
New York, NY 10022",Midtown East,"Japanese, Sushi Bars",Dai Hachi Sushi,$$,4.0,https://www.yelp.com/biz/dai-hachi-sushi-new-york-2?osq=Japanese+Food,20.0
"10 E 39th St
New York, NY 10016",Midtown East,"Sushi Bars, Ramen, Asian Fusion",Norikoh,$$,4.0,https://www.yelp.com/biz/norikoh-new-york?osq=Japanese+Food,20.0
"28 W 44th St
New York, NY 10036",Midtown West,"Sushi Bars, Japanese, Peruvian",Sen Sakana,$$$,4.0,https://www.yelp.com/biz/sen-sakana-new-york?osq=Japanese+Food,60.0
"1109 Lexington Ave
New York, NY 10075",Upper East Side,"Asian Fusion, Japanese, Korean",MIGHTY Bowl,$$,5.0,https://www.yelp.com/biz/mighty-bowl-new-york-9?osq=Japanese+Food,20.0
"310 E 93rd St
New York, NY 10128","Yorkville, Upper East Side",Japanese,CHOCHIN,$$,4.5,https://www.yelp.com/biz/chochin-new-york-2?osq=Japanese+Food,20.0
"342 Lexington Ave
New York, NY 10016","Murray Hill, Midtown East","Ramen, Tapas/Small Plates",Momosan Ramen & Sake,$$,4.0,https://www.yelp.com/biz/momosan-ramen-and-sake-new-york-2?osq=Japanese+Food,20.0
"48 Macdougal St
New York, NY 10012",South Village,"Japanese, Noodles",Raku,$$,5.0,https://www.yelp.com/biz/raku-new-york-6?osq=Japanese+Food,20.0
"10-70 Jackson Ave
Long Island City, NY 11101","Hunters Point, Long Island City",Japanese,Hibino,$$,4.0,https://www.yelp.com/biz/hibino-long-island-city?osq=Japanese+Food,20.0
"326 E 6th St
New York, NY 10003",East Village,"Izakaya, Tapas/Small Plates",Izakaya,$$,4.0,https://www.yelp.com/biz/izakaya-new-york-2?osq=Japanese+Food,20.0
"1167 2nd Ave
New York, NY 10065",Upper East Side,"Japanese, Sushi Bars, Asian Fusion",Atami Japanese Fusion,$$,4.0,https://www.yelp.com/biz/atami-japanese-fusion-new-york?osq=Japanese+Food,20.0
"38-01 31st St
Long Island City, NY 11101",Long Island City,"Japanese, Sushi Bars",Suzuki Shokudo,$$,4.5,https://www.yelp.com/biz/suzuki-shokudo-long-island-city?osq=Japanese+Food,20.0
"1317A 2nd Ave 69th St
New York, NY 10021",Upper East Side,"Sushi Bars, Caterers, Salad",Oita Sushi,$$,4.5,https://www.yelp.com/biz/oita-sushi-new-york?osq=Japanese+Food,20.0
"13 W 36th St
New York, NY 10018",Midtown West,Ramen,TONCHIN NEW YORK,$$,4.5,https://www.yelp.com/biz/tonchin-new-york-new-york?osq=Japanese+Food,20.0
"321 W 51st St
New York, NY 10019","Theater District, Midtown West, Hell's Kitchen",Ramen,Ippudo Westside,$$,4.0,https://www.yelp.com/biz/ippudo-westside-new-york?osq=Japanese+Food,20.0
"1372 York Ave
New York, NY 10021","Yorkville, Upper East Side","Japanese, Sushi Bars",Tanoshi Bento,$$,4.0,https://www.yelp.com/biz/tanoshi-bento-new-york-2?osq=Japanese+Food,20.0
"1466 1st Ave
New York, NY 10075","Yorkville, Upper East Side","Japanese, Sushi Bars",Momokawa,$$$,4.0,https://www.yelp.com/biz/momokawa-new-york-2?osq=Japanese+Food,60.0
"150 Ainslie St
Brooklyn, NY 11211",Williamsburg - North Side,"Japanese, Seafood",Okonomi,$$,4.5,https://www.yelp.com/biz/okonomi-brooklyn?osq=Japanese+Food,20.0
"226 W 50th St
New York, NY 10019","Theater District, Midtown West","Sushi Bars, Japanese, Lounges",Natsumi,$$$,4.0,https://www.yelp.com/biz/natsumi-new-york-3?osq=Japanese+Food,60.0
"125 E 39th St
New York, NY 10016","Murray Hill, Midtown East","Japanese, Vegan",Kokage,$$$,4.0,https://www.yelp.com/biz/kokage-new-york?osq=Japanese+Food,60.0
"795 Lexington Ave
New York, NY 10065",Upper East Side,"Japanese, Asian Fusion, Sushi Bars",Ajisai Japanese Fusion,$$,3.5,https://www.yelp.com/biz/ajisai-japanese-fusion-new-york?osq=Japanese+Food,20.0
"40 W 57th St
New York, NY 10019",Midtown West,"Sushi Bars, Japanese",Nobu 57,$$$$,4.0,https://www.yelp.com/biz/nobu-57-new-york?osq=Japanese+Food,100.0
"150 W 36 street
New York, NY 10018",Midtown West,"Sushi Bars, Ramen, Salad",Zen Ramen & Sushi,$$,4.5,https://www.yelp.com/biz/zen-ramen-and-sushi-new-york?osq=Japanese+Food,20.0
"12 E 49th St
New York, NY 10017",Midtown East,"Sushi Bars, Japanese",Niigata Kome Tosho,$$,4.5,https://www.yelp.com/biz/niigata-kome-tosho-new-york?osq=Japanese+Food,20.0
"61 Grove St
New York, NY 10014",West Village,Japanese,Hakata Tonton,$$,4.0,https://www.yelp.com/biz/hakata-tonton-new-york-3?osq=Japanese+Food,20.0
"210 E 44th St
New York, NY 10017",Midtown East,"Japanese, Sushi Bars",Sushi Tsushima,$$,3.5,https://www.yelp.com/biz/sushi-tsushima-new-york?osq=Japanese+Food,20.0
"156 E 45th St
New York, NY 10017",Midtown East,Japanese,BentOn Cafe,$,4.0,https://www.yelp.com/biz/benton-cafe-new-york?osq=Japanese+Food,10.0
"245 E 44th St
New York, NY 10017",Midtown East,Japanese,MIFUNE New York,$$$$,4.0,https://www.yelp.com/biz/mifune-new-york-new-york-2?osq=Japanese+Food,100.0
"318 W 51st St
New York, NY 10019","Theater District, Midtown West, Hell's Kitchen","Japanese, Sushi Bars",Shimizu,$$$,4.0,https://www.yelp.com/biz/shimizu-new-york?osq=Japanese+Food,60.0
"458 W 17th St
New York, NY 10011",Chelsea,Japanese,奥田,$$$$,4.5,https://www.yelp.com/biz/okuda-new-york?osq=Japanese+Food,100.0
"248 E 52nd St
New York, NY 10022",Midtown East,Ramen,Totto Ramen - Midtown East,$$,4.0,https://www.yelp.com/biz/totto-ramen-midtown-east-new-york-2?osq=Japanese+Food,20.0
"120 E 28th St
New York, NY 10016",Flatiron,"Japanese, Sushi Bars",O Ya,$$$$,4.5,https://www.yelp.com/biz/o-ya-new-york?osq=Japanese+Food,100.0
"239 E 5th St
New York, NY 10003",East Village,"French, Japanese",Restaurant Ukiyo,,5.0,https://www.yelp.com/biz/restaurant-ukiyo-new-york-2?osq=Japanese+Food,
"18 E 41st St
New York, NY 10017",Midtown East,"Japanese, Desserts",Café Zaiya,$,4.0,https://www.yelp.com/biz/caf%C3%A9-zaiya-new-york-4?osq=Japanese+Food,10.0
"439 3rd Ave
New York, NY 10016","Kips Bay, Midtown East","Japanese, Tapas/Small Plates",OKA,$$,4.0,https://www.yelp.com/biz/oka-new-york-5?osq=Japanese+Food,20.0
"15 W 28th St
New York, NY 10001",Flatiron,"Sushi Bars, Japanese",KazuNori | The Original Hand Roll Bar,$$,4.5,https://www.yelp.com/biz/kazunori-the-original-hand-roll-bar-new-york-2?osq=Japanese+Food,20.0
"47-38 Vernon Blvd
Long Island City, NY 11101","Hunters Point, Long Island City","Sushi Bars, Japanese",Sushi Daizen,$$$$,4.5,https://www.yelp.com/biz/sushi-daizen-long-island-city?osq=Japanese+Food,100.0
"57 W 76th St
New York, NY 10023",Upper West Side,"Japanese, Sushi Bars",Raku - It’s Japanese II,$$,4.0,https://www.yelp.com/biz/raku-its-japanese-ii-new-york-2?osq=Japanese+Food,20.0
"805 3rd Ave
New York, NY 10022",Midtown East,"Japanese, Barbeque",Gyu-Kaku Japanese BBQ,$$$,4.0,https://www.yelp.com/biz/gyu-kaku-japanese-bbq-new-york-2?osq=Japanese+Food,60.0
"137 Rivington St
New York, NY 10002",Lower East Side,"Japanese, Asian Fusion, Comfort Food",TongKatsu,$$,5.0,https://www.yelp.com/biz/tongkatsu-new-york?osq=Japanese+Food,20.0
"2913 Broadway
Astoria, NY 11106",Astoria,"Japanese, Sushi Bars",Kondo,$$,4.0,https://www.yelp.com/biz/kondo-astoria?osq=Japanese+Food,20.0
"37 W 17th St
New York, NY 10011",Flatiron,"Japanese, Barbeque, Steakhouses",Yakiniku Futago,$$$,4.5,https://www.yelp.com/biz/yakiniku-futago-new-york?osq=Japanese+Food,60.0
"427 Amsterdam Ave
New York, NY 10024",Upper West Side,"Sushi Bars, Japanese",Momoya,$$$,4.0,https://www.yelp.com/biz/momoya-new-york-2?osq=Japanese+Food,60.0
"13-13 40th Ave
Long Island City, NY 11101",Long Island City,"Ramen, Burgers",Ramen Shack,$$,4.5,https://www.yelp.com/biz/ramen-shack-long-island-city-3?osq=Japanese+Food,20.0
"746 9th Ave
New York, NY 10019","Theater District, Hell's Kitchen, Midtown West","Japanese, Burgers, Soup",Yonekichi,$$,4.0,https://www.yelp.com/biz/yonekichi-new-york-9?osq=Japanese+Food,20.0
"1567 2nd Ave
New York, NY 10028","Yorkville, Upper East Side","Japanese, Sushi Bars",Amura Japanese,$$,4.0,https://www.yelp.com/biz/amura-japanese-new-york?osq=Japanese+Food,20.0
"140 W Houston St
New York, NY 10012",Greenwich Village,"Japanese, Sushi Bars",DOMODOMO,$$$,4.0,https://www.yelp.com/biz/domodomo-new-york?osq=Japanese+Food,60.0
"47 8th Ave
New York, NY 10014",West Village,"Japanese, Tapas/Small Plates",Shuraku,$$$,4.5,https://www.yelp.com/biz/shuraku-new-york?osq=Japanese+Food,60.0
"27-26 Jackson Ave
Long Island City, NY 11101",Long Island City,"Japanese, Sushi Bars",Sapps,$$,4.0,https://www.yelp.com/biz/sapps-long-island-city?osq=Japanese+Food,20.0
"94 E 7th St
New York, NY 10009",East Village,Japanese,Kyo Ya,$$$$,4.5,https://www.yelp.com/biz/kyo-ya-new-york?osq=Japanese+Food,100.0
"41-26 27th St
Long Island City, NY 11101",Long Island City,"Cultural Center, Japanese",RESOBOX,$$,4.0,https://www.yelp.com/biz/resobox-long-island-city-2?osq=Japanese+Food,20.0
"7 E 47th St
New York, NY 10017",Midtown East,"Sushi Bars, Japanese",Kuruma Zushi,$$$$,4.0,https://www.yelp.com/biz/kuruma-zushi-new-york?osq=Japanese+Food,100.0
"87 MacDougal St
New York, NY 10012",Greenwich Village,"Japanese, Sushi Bars",Fukurou,$$,4.0,https://www.yelp.com/biz/fukurou-new-york?osq=Japanese+Food,20.0
"293 7th Ave
New York, NY 10001",Chelsea,"Japanese, Sushi Bars, Burgers",Kobeyaki,$$,4.0,https://www.yelp.com/biz/kobeyaki-new-york-2?osq=Japanese+Food,20.0
"457 W 50th St
New York, NY 10019","Hell's Kitchen, Midtown West","Ramen, Thai",ANA Ramen,,4.5,https://www.yelp.com/biz/ana-ramen-new-york-3?osq=Japanese+Food,
"21 E 16th St
New York, NY 10003","Union Square, Flatiron","Japanese, Noodles, Soup",Tsurutontan Udon Noodle Brasserie,$$,4.0,https://www.yelp.com/biz/tsurutontan-udon-noodle-brasserie-new-york?osq=Japanese+Food,20.0
"47-36 Vernon Blvd
Long Island City, NY 11101","Hunters Point, Long Island City",Ramen,Tamashii Blue,$$,4.0,https://www.yelp.com/biz/tamashii-blue-long-island-city?osq=Japanese+Food,20.0
"43-46 42nd St
Sunnyside, NY 11104",Sunnyside,"Japanese, Sushi Bars",Takesushi,$$,4.0,https://www.yelp.com/biz/takesushi-sunnyside?osq=Japanese+Food,20.0
"10th St & 1st Ave
New York, NY 10009",East Village,Japanese,Jintan,$$,4.0,https://www.yelp.com/biz/jintan-new-york?osq=Japanese+Food,20.0
"37-12 31st Ave
Astoria, NY 11103",Astoria,"Japanese, Seafood, Sushi Bars",Gaijin,$$$,4.5,https://www.yelp.com/biz/gaijin-astoria-3?osq=Japanese+Food,60.0
"1138 1st Ave
New York, NY 10021",Upper East Side,"Seafood Markets, Sushi Bars",Roy’s Fish Market,$$,4.5,https://www.yelp.com/biz/roys-fish-market-new-york?osq=Japanese+Food,20.0
"419 E 74th St
New York, NY 10021","Yorkville, Upper East Side",Sushi Bars,Sushi Ishikawa,$$$$,4.5,https://www.yelp.com/biz/sushi-ishikawa-new-york?osq=Japanese+Food,100.0
"401 E 13th St
New York, NY 10009",East Village,"Japanese, Steakhouses",Ichibantei,$$,4.0,https://www.yelp.com/biz/ichibantei-new-york?osq=Japanese+Food,20.0
"744 9th Ave
New York, NY 10019","Theater District, Hell's Kitchen, Midtown West",Ramen,Mentoku,$$,4.0,https://www.yelp.com/biz/mentoku-new-york?osq=Japanese+Food,20.0
"151 Rivington St
New York, NY 10002",Lower East Side,Japanese,Yopparai,$$$,4.5,https://www.yelp.com/biz/yopparai-new-york?osq=Japanese+Food,60.0
"1694 2nd Ave
New York, NY 10128","Yorkville, Upper East Side","Sushi Bars, Japanese",New Ichiro Restaurant,$$,4.0,https://www.yelp.com/biz/new-ichiro-restaurant-new-york?osq=Japanese+Food,20.0
"49 W 20th St
New York, NY 10012",Flatiron,"Japanese, Sushi Bars",Sushi By Bae - Jue Lan Club,,4.5,https://www.yelp.com/biz/sushi-by-bae-jue-lan-club-new-york?osq=Japanese+Food,
"58 W 56th St
New York, NY 10019",Midtown West,Ramen,Menkui-Tei,$$,3.5,https://www.yelp.com/biz/menkui-tei-new-york-3?osq=Japanese+Food,20.0
"185 7th Ave
New York, NY 10011",Chelsea,"Sushi Bars, Japanese, Salad",Momoya,$$$,4.0,https://www.yelp.com/biz/momoya-new-york?osq=Japanese+Food,60.0
"63 Cooper Sq
New York, NY 10003",East Village,"Japanese, Sushi Bars",Ise Restaurant,$$,4.5,https://www.yelp.com/biz/ise-restaurant-new-york-3?osq=Japanese+Food,20.0
"321 W 44th St
New York, NY 10036","Midtown West, Theater District, Hell's Kitchen","Japanese, Barbeque",Gyu-Kaku Japanese BBQ,$$,4.0,https://www.yelp.com/biz/gyu-kaku-japanese-bbq-new-york-3?osq=Japanese+Food,20.0
"231 W 40th St
New York, NY 10018","Midtown West, Theater District","Japanese, Sushi Bars",Inakaya,$$$,3.5,https://www.yelp.com/biz/inakaya-new-york?osq=Japanese+Food,60.0
"1154 Manhattan Ave
Brooklyn, NY 11222",Greenpoint,"Japanese, Cafes",Ashbox,$,4.5,https://www.yelp.com/biz/ashbox-brooklyn?osq=Japanese+Food,10.0
"366 W 52nd St
New York, NY 10019","Theater District, Hell's Kitchen, Midtown West",Ramen,Totto Ramen,$$,4.0,https://www.yelp.com/biz/totto-ramen-new-york-12?osq=Japanese+Food,20.0
"215 E 86th St
New York, NY 10028","Yorkville, Upper East Side","Sushi Bars, Japanese, Asian Fusion",Kobeyaki,$$,4.0,https://www.yelp.com/biz/kobeyaki-new-york-6?osq=Japanese+Food,20.0
"229 E 9th St
New York, NY 10003",East Village,"Japanese, Noodles",Soba-ya,$$,4.0,https://www.yelp.com/biz/soba-ya-new-york?osq=Japanese+Food,20.0
"77 N 6th St
Brooklyn, NY 11249",Williamsburg - North Side,Japanese,Zenkichi,$$$,4.0,https://www.yelp.com/biz/zenkichi-brooklyn?osq=Japanese+Food,60.0
"6 West 28th St
New York, NY 10001",Flatiron,Sushi Bars,noda,$$$$,4.5,https://www.yelp.com/biz/noda-new-york?osq=Japanese+Food,100.0
"222 E 39th St
New York, NY 10016","Murray Hill, Midtown East","Japanese, Seafood",Tempura Matsui,$$$$,4.5,https://www.yelp.com/biz/tempura-matsui-new-york?osq=Japanese+Food,100.0
"244 W 72nd St
New York, NY 10023",Upper West Side,"Sushi Bars, Japanese",Sushi Kaito,$$$$,4.5,https://www.yelp.com/biz/sushi-kaito-new-york?osq=Japanese+Food,100.0
"141 E 45th St
New York, NY 10017",Midtown East,"Japanese, Seafood, Sushi Bars",Restaurant Riki,$$,3.5,https://www.yelp.com/biz/restaurant-riki-new-york?osq=Japanese+Food,20.0
"129 E 47th St
New York, NY 10017",Midtown East,"Grocery, Japanese",dainobu,$,3.5,https://www.yelp.com/biz/dainobu-new-york?osq=Japanese+Food,10.0
,"Murray Hill, Midtown East",Japanese,Hakubai,$$$$,4.0,https://www.yelp.com/biz/hakubai-new-york-2?osq=Japanese+Food,100.0
"308 W 58th St
New York, NY 10019","Hell's Kitchen, Midtown West","Sushi Bars, Japanese, Cocktail Bars",Blue Ribbon Sushi Bar & Grill - New York,$$$,4.0,https://www.yelp.com/biz/blue-ribbon-sushi-bar-and-grill-new-york-new-york?osq=Japanese+Food,60.0
"12-09 Jackson Ave
Long Island City, NY 11101","Hunters Point, Long Island City",Ramen,Mu Ramen,$$,4.0,https://www.yelp.com/biz/mu-ramen-long-island-city-2?osq=Japanese+Food,20.0
"56 Spring St
New York, NY 10012",Nolita,"Asian Fusion, Japanese",Omakasa,,4.0,https://www.yelp.com/biz/omakasa-new-york-8?osq=Japanese+Food,
"461 5th Ave
New York, NY 10017",Midtown East,"Sushi Bars, Japanese",Sushi Ginza Onodera,$$$$,4.0,https://www.yelp.com/biz/sushi-ginza-onodera-new-york-2?osq=Japanese+Food,100.0
"358 W 46th St
New York, NY 10036","Midtown West, Theater District, Hell's Kitchen","Izakaya, Desserts, Noodles",Sake Bar Hagi 46,$$,3.5,https://www.yelp.com/biz/sake-bar-hagi-46-new-york-3?osq=Japanese+Food,20.0
"12 W 21st St
New York, NY 10010",Flatiron,"Sushi Bars, Ramen",ROKI,$$$,4.0,https://www.yelp.com/biz/roki-new-york?osq=Japanese+Food,60.0
"41 E 11th St
New York, NY 10003",Greenwich Village,Japanese,Ootoya Greenwich Village,$$,4.0,https://www.yelp.com/biz/ootoya-greenwich-village-new-york?osq=Japanese+Food,20.0
"155 E 52nd St
New York, NY 10022",Midtown East,"Sushi Bars, Japanese",Nippon,$$$,3.5,https://www.yelp.com/biz/nippon-new-york?osq=Japanese+Food,60.0
"5 St Marks Pl
New York, NY 10003",East Village,"Sushi Bars, Izakaya, Comfort Food",Yakitori Taisho,$$,3.5,https://www.yelp.com/biz/yakitori-taisho-new-york?osq=Japanese+Food,20.0
"243 W 54th St
New York, NY 10019","Theater District, Midtown West","Steakhouses, Japanese, Beer, Wine & Spirits",Ikinari Steak Broadway,$$,3.5,https://www.yelp.com/biz/ikinari-steak-broadway-new-york?osq=Japanese+Food,20.0
"311 W 17th St
New York, NY 10011",Chelsea,Japanese,Naoki Takahashi,$$$$,4.5,https://www.yelp.com/biz/naoki-takahashi-new-york?osq=Japanese+Food,100.0
